巴特罗之家,巴塞罗那 41.391652 2.164861
喜州 25.8540221669 100.127256933
丽江泸沽湖两日游,丽江 27.727922 100.747684
大兴百货 22.004595 100.796623
博德纳大佛塔,加德满都谷地 27.7215 85.3618
邵阳,湖南 27.238894 111.467789
龙陵县,怒江-腾冲及滇西 24.5867 98.689201
普济寺,丽江 26.8972 100.181999
焦山,江苏 32.239846 119.48514
好了又来 27.705892 100.807367
洱海·环海线,大理 25.718792 100.193683
镇远县,黔东南 27.049112 108.429642
大宅门客栈,丽江 26.877356 100.226151
帽儿山,哈尔滨 45.2788 127.518
西双版纳茶马古道,香格里拉及滇藏线 21.983955 100.431198
四十英尺 25.6891667048 100.153722169
宋城千古情,大理 25.606501 100.267998
廊桥菜馆 25.9180638889 100.190867778
南京禄口国际机场 31.727387 118.871939
泰国大象自然保护公园,清迈与泰国北部 18.846837 98.845314
倒淌河,青海湖及周边 36.415528 100.951051
DokchanGuestHouse 19.872412 102.133408
厦门机场 24.5290194444 118.126133333
乌鲁木齐地窝堡国际机场,乌鲁木齐 43.903087 87.474689
金山公园,江苏 32.215343 119.417138
香格里拉县 27.815682 99.709027
三月街 25.6919 100.154647167
西藏 29.645554 91.140854
火车上 25.8767472222 103.999236111
小布达拉宫,香格里拉及滇藏线 27.8598 99.706001
洛统村小组,香格里拉及滇藏线 27.922056 98.983716
吐鲁番,吐鲁番 42.951385 89.189651
朝天门,重庆 29.5677 106.58812
格聂,四川 29.996 100.269997
丽江国际青年旅舍 26.8294667351 100.233432661
斯瓦扬布纳寺,加德满都谷地 27.714919 85.290325
弥里塘观景台 27.8793583333 99.9799153333
东方明珠,上海 31.239726 121.499707
诺邓村大青树客栈,大理 25.9154 99.378197
八达岭长城,北京 40.359765 116.020021
泸沽湖第二天,丽江 27.727922 100.747684
高黎贡山国家公园 25.299345 98.777917
来凤山国家森林公园,怒江-腾冲及滇西 25.015546 98.487479
腾冲热海景区 24.949853 98.438147
玉龙雪山-蓝月谷-黑龙潭公园,丽江 27.125834 100.244685
大润发，景洪 22.0071744467 100.804588667
大理喜洲海舌素光客栈 25.8662652784 100.156018058
束河古镇 26.9187016669 100.205444167
丽江，云南,丽江 26.875538 100.234869
亚龙湾环球城大酒店,海南 18.232887 109.645576
刘氏宗祠 25.0076861085 98.46033
民族村,昆明及滇中 24.969676 102.657016
双廊太阳宫,大理 25.913401 100.195
雪厨—玉龙雪山餐饮中心,丽江 27.0972 100.261002
蓝月山谷,香格里拉,香格里拉及滇藏线 27.8297 99.700996
大脚氏国际青年旅舍,昆明及滇中 25.03801 102.69474
千里走单骑温泉酒店 25.038333 98.491134
白族特色菜 25.90945 100.194113333
阳光明媚的上午在院子里三国杀 25.01235 98.4560736111
昆明--家 25.01173 102.677467
柱状节理，腾冲,怒江-腾冲及滇西 25.243376 98.567963
防城港,广西 21.68686 108.353847
滇藏石锅宴 26.8737850006 100.239
泸定,四川 29.91416 102.234618
千龟山,丽江 27.029699 99.685699
重庆花卉园,重庆 29.582894 106.514769
丽江香格里拉第二天,香格里拉及滇藏线 27.8297 99.700996
香格里拉观景台 27.3875758794 99.8828643469
SPA 25.3790944444 98.4295361111
巍山街景,大理 25.2272 100.306999
s307 27.541441 101.061882
大理龙龛码头,大理 25.699004 100.197845
尼大当,怒江-腾冲及滇西 28.013599 98.6213
双廊—挖色镇,大理 25.913401 100.195
中甸草原,香格里拉及滇藏线 27.553217 99.812819
白族民居 24.9688333333 102.662
曼谷唐人街,曼谷 13.739492 100.511172
双虹桥,云南 25.278852 98.847216
蜀九香,成都 30.648628 104.069344
泸沽湖心的小岛上古老喇嘛庙,丽江 27.716453 100.872611
慢享悦榕,丽江 26.924481 100.2122
澜沧江上游,西双版纳及滇南 22.614 100.448997
丽江金茂君悦酒店 26.9038183829 100.22161127
玉府酒栈 25.037049 98.49334
大理，机场 25.6498333333 100.3225
丽江-酒吧 26.8750162504 100.233728754
速8 34.2595166667 108.937713333
思小高速 22.095637 100.896381
葩肉饵丝 28.0046499999 120.65773
南磻 25.772005 100.148232
云南省博物馆,昆明及滇中 25.037241 102.704155
四千美岛,老挝 14.047001 105.832659
徒步雨崩村,香格里拉及滇藏线 28.3972 98.790199
斗南花市,昆明及滇中 24.901584 102.772166
镇江火车站,江苏 32.197913 119.433197
西昌,四川 27.894501 102.264
沱沱河,青海 34.117355 91.071624
束河古镇二日游,丽江 26.9151 100.207001
温泉心景花园酒店 24.95535 102.449693
香格里拉，普达措，碧塔海 27.8259097731 99.9815230184
罗布林卡,拉萨 29.649698 91.095642
西双版纳大桥 22.009826 100.805975
三D玫瑰村 26.7074083333 100.2266
木王府,丽江 26.869557 100.234204
崇武古城,福建 24.874358 118.930579
孟非的小面,南京 32.032216 118.735066
渔门镇 26.890951 101.509506
大理栖居客栈 25.699745 100.167405
藏民家坊 27.848249 99.730583
茶马古道，拉市海,丽江 26.899874 100.147241
大理喜州喜州蝴蝶谷,大理 25.850338 100.1307
香格里拉大峡谷 27.3744965234 99.8973699684
茶马古道金色大厅,丽江 27.838051 99.703046
四方街，大研古城,丽江 26.872026 100.233444
曼景罕傣家生态村 21.9412791468 100.767241116
黄昏时的沙溪古镇,大理 26.316601 99.851601
福临客栈,丽江 26.875538 100.234869
万达主题公园 22.0301800885 100.739137229
昆明花卉市场,昆明及滇中 25.037701 102.722
鸟巢,北京 39.992911 116.396463
南屏街,昆明及滇中 25.0369 102.711998
李氏宗祠 25.006747 98.461188
磨憨镇,西双版纳及滇南 21.235818 101.718696
景洪南站,西双版纳及滇南 21.992067 100.800307
丽江.虎跳峡,香格里拉及滇藏线 27.183001 100.053001
夜丽江,丽江 26.876801 100.230003
喜舍酒店 25.6948608333 100.156986083
翁基布朗族古村 22.1739485715 99.9990466662
蓝月谷玉水寨,丽江 27.125834 100.244685
昆明瀑布公园 25.1317844667 102.761119
花满楼青年旅舍 25.264528 110.280747
告庄西双景休闲时光 22.0158066252 100.80130947
寸家小院，腾冲 25.0118333333 98.4576666667
浅巷客栈,大理 25.703186 100.168678
曾厝垵,厦门 24.430574 118.12482
西盟县勐梭龙潭湖,西双版纳及滇南 22.637428 99.59919
广州白云机场,广州 23.39602 113.307946
成都 30.558612 104.051224
哈尼民俗村,红河-文山及滇东南 23.116878 102.745943
米兰大教堂,米兰 45.464121 9.191872
丽江之晨,丽江 26.875538 100.234869
天天饮食老成都郑师傅川菜饭店 29.99069 100.271118
普洱国家公园犀牛坪景区 22.6139483668 101.094097997
怒江,怒江-腾冲及滇西 25.852501 98.853104
多庆错,日喀则及山南地区 28.13648 89.338318
坝吉路 21.9913308334 100.804104167
士林夜市,台北 25.088042 121.52607
沙溪印迹主题客栈 26.322435 99.850739
云南驿 25.424854 100.690758
邛海,四川 27.8165 102.318001
双流机场候机厅 26.9713164561 103.221522523
夜丽江 26.87499875 100.2313425
五华楼 25.690675 100.163094
卡斯地狱谷,四川西部 28.259199 100.196999
八美镇,四川西部 30.483601 101.480003
西盟，勐梭龙潭,西双版纳及滇南 22.6374 99.599255
科加寺,阿里 30.294401 81.176239
黔灵山,贵阳 26.600771 106.693932
丽江千古情 26.8307145986 100.218905113
骑行白沙,丽江 26.954201 100.217003
